facility_key	prefecture	facility	manufacturers	manufacturer_count	products	sources
新潟県|間庭整形外科医院	新潟県	医療法人社団間庭整形外科医院	Arthrex	1	ACP|ACP MAX|ACP MAX|ACP	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
新潟県|新潟大学医歯学総合病院	新潟県	新潟大学医歯学総合病院	Zimmer Biomet	1	APS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|arex尾山台整形外科	東京都	AR-Ex尾山台整形外科	Arthrex	1	ACP|ACP MAX|ACP MAX|ACP	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|sbc整形外科クリニック西新宿本院	東京都	SBC整形外科クリニック西新宿本院	ESTAR Technologies|Zimmer Biomet	2	APS|GPS|GPS|MyCells|MyCells	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|taoclinic	東京都	TAO Clinic	Arthrex	1	ACP|ACP MAX|ACP MAX|ACP|ACP MAX|ACP|Angel|Angel	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|おかのクリニック	東京都	おかのクリニック	Arthrex	1	ACP-PRP	MANUFACTURER_LOCATOR
東京都|お茶の水セルクリニック	東京都	お茶の水セルクリニック	Arthrex|Zimmer Biomet	2	ACP|ACP|APS|GPS|Zimmer|APS|GPS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|すみだ運動器リハビリテーションクリニック	東京都	すみだ運動器リハビリテーションクリニック	Arthrex	1	ACP-PRP	MANUFACTURER_LOCATOR
東京都|つくる整形外科祐天寺駅前スポーツクリニック	東京都	つくる整形外科 祐天寺駅前スポーツクリニック	Arthrex	1	ACP-PRP	MANUAL_VERIFIED|MANUFACTURER_LOCATOR
東京都|アットホーム表参道クリニック	東京都	アットホーム表参道クリニック	Zimmer Biomet	1	APS	MANUAL_VERIFIED
東京都|アレックス脊椎クリニック	東京都	アレックス脊椎クリニック	Arthrex	1	ACP|ACP MAX	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|トウキョウメディカルエンドサージカルクリニック	東京都	トウキョウ メディカル エンド サージカル クリニック	Zimmer Biomet	1	GPS|GPS|Zimmer	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|モティーフ銀座クリニック	東京都	モティーフ銀座クリニック	京セラ	1	Condensia	MHLW_FULL
東京都|solsol整形外科世田谷スポーツクリニック	東京都	一般社団法人SOL SOL整形外科世田谷スポーツクリニック	Arthrex	1	ACP	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|循整会世田谷人工関節脊椎クリニック	東京都	一般社団法人循整会 世田谷人工関節・脊椎クリニック	Zimmer Biomet	1	APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|東京lab高輪ゲートウェイ駅前整形外科クリニック	東京都	一般社団法人東京LAB 高輪ゲートウェイ駅前整形外科クリニック	京セラ	1	Condensia	MHLW_FULL
東京都|三軒茶屋整形外科スポーツクリニック	東京都	三軒茶屋整形外科・スポーツクリニック	Zimmer Biomet	1	APS|APS|GPS|Zimmer|GPS|GPS|Zimmer	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|世田谷かくた整形外科成城学園前院	東京都	世田谷かくた整形外科 成城学園前院	Arthrex|Zimmer Biomet	2	ACP|APS|APS|GPS|GPS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|予防からはじめる整形外科tclinicichigaya	東京都	予防からはじめる整形外科 T CLINIC Ichigaya	Arthrex	1	ACP|ACP MAX|ACP MAX|ACP	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|仙川整形外科	東京都	仙川整形外科	REV-MED|京セラ	2	Condensia|TriCeLL	MANUAL_VERIFIED|PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|日産厚生会玉川病院	東京都	公益財団法人日産厚生会玉川病院	Zimmer Biomet	1	APS|GPS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|北里大学北里研究所病院	東京都	北里大学北里研究所病院	Zimmer Biomet	1	GPS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|healthandhumanperformancemtxスポーツ関節クリニック	東京都	医療法人社団 Health and Human Performance  MTXスポーツ・関節クリニック	ESTAR Technologies	1	MyCells	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|tsoc東京スポーツ&整形外科クリニック北参道	東京都	医療法人社団 TSOC 東京スポーツ&整形外科クリニック北参道	Arthrex	1	ACP MAX	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|医生会わせだ整形外科	東京都	医療法人社団 医生会 わせだ整形外科	Arthrex|BTI Biotechnology Institute|京セラ	3	ACP|ACP MAX|ACP MAX|ACP|ACP MAX|ACP|Angel|Angel|Condensia|PRGF-Endoret	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|大山整形外科診療所	東京都	医療法人社団 大山整形外科診療所	Zimmer Biomet	1	APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|山手クリニック	東京都	医療法人社団 山手クリニック	Arthrex	1	ACP-PRP	MANUFACTURER_LOCATOR
東京都|正貴会いくこ皮フ科クリニック	東京都	医療法人社団 正貴会 いくこ皮フ科クリニック	ESTAR Technologies|Zimmer Biomet	2	APS|GPS|MyCells	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|白鳳会大角医院	東京都	医療法人社団 白鳳会 大角医院	Zimmer Biomet	1	APS|APS|GPS|Zimmer|GPS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|苑田会苑田会人工関節センター病院	東京都	医療法人社団 苑田会 苑田会人工関節センター病院	Arthrex	1	ACP	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|ihoc稲城平尾整形外科クリニック	東京都	医療法人社団IHOC   稲城平尾整形外科クリニック	Arthrex	1	ACP|ACP MAX|ACP MAX|ACP|Angel|ACP|Angel|Angel	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|mtac文京整形外科	東京都	医療法人社団M-TAC 文京整形外科	Arthrex	1	ACP|ACP MAX|ACP MAX|ACP	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|tsoc東京スポーツ&整形外科クリニック	東京都	医療法人社団TSOC 東京スポーツ&整形外科クリニック	Arthrex|京セラ	2	ACP|ACP MAX|ACP MAX|ACP|ACP|ACP MAX|Condensia	MANUAL_VERIFIED|PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|vita池尻大橋せらクリニック	東京都	医療法人社団VITA 池尻大橋せらクリニック	Arthrex	1	ACP|ACP MAX|ACP MAX / ACP	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|アーツメディックさかい整形外科	東京都	医療法人社団アーツメディック さかい整形外科	京セラ	1	Condensia	MHLW_FULL
東京都|サザナミきむらてつや整形外科内科	東京都	医療法人社団サザナミ きむらてつや整形外科内科	Zimmer Biomet	1	APS|APS|GPS|GPS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|スポーツメディカル八王子スポーツ整形外科	東京都	医療法人社団スポーツメディカル  八王子スポーツ整形外科	Arthrex|Zimmer Biomet	2	ACP|APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|下田緑眞会世田谷北部病院	東京都	医療法人社団下田緑眞会 世田谷北部病院	Arthrex	1	ACP|ACP MAX|ACP MAX|ACP	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|中川整形外科	東京都	医療法人社団中川整形外科	京セラ	1	Condensia	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|充幸会髙見澤整形外科クリニック	東京都	医療法人社団充幸会 髙見澤整形外科クリニック	Zimmer Biomet	1	APS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|全心会ぜんしん整形外科立川スポーツリハビリクリニック	東京都	医療法人社団全心会  ぜんしん整形外科 立川スポーツリハビリクリニック	Arthrex	1	ACP|ACP|Angel|Angel	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|博栄会赤羽中央総合病院	東京都	医療法人社団博栄会 赤羽中央総合病院	Zimmer Biomet	1	APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|善用会講道館ビルクリニック	東京都	医療法人社団善用会 講道館ビルクリニック	Arthrex	1	ACP	MANUAL_VERIFIED
東京都|山本前田記念会前田病院	東京都	医療法人社団山本・前田記念会 前田病院	Zimmer Biomet	1	APS|APS|GPS|GPS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|平成会たいら整形外科クリニック	東京都	医療法人社団平成会 たいら整形外科クリニック	Arthrex	1	ACP	MANUAL_VERIFIED
東京都|幸神会下北沢doクリニック	東京都	医療法人社団幸神会 下北沢DOクリニック	Arthrex|Zimmer Biomet	2	ACP|ACP|APS|GPS|APS|GPS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|幹葉会南青山外苑前整形外科リハビリテーション科クリニック	東京都	医療法人社団幹葉会  南青山外苑前整形外科リハビリテーション科クリニック	Arthrex	1	ACP|ACP MAX	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|康静会赤羽ウェルネスクリニック	東京都	医療法人社団康静会 赤羽ウェルネスクリニック	ESTAR Technologies	1	MyCells	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|彩康会十条整形外科リハビリクリニック	東京都	医療法人社団彩康会 十条整形外科リハビリクリニック	Zimmer Biomet	1	APS|TriCeLL	MHLW_FULL
東京都|快晴会すがも北口整形外科クリニック	東京都	医療法人社団快晴会  すがも北口整形外科クリニック	ESTAR Technologies|Zimmer Biomet	2	GPS|GPS|MyCells|MyCells	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|慶優会増本整形外科クリニック	東京都	医療法人社団慶優会 増本整形外科クリニック	Zimmer Biomet	1	APS|APS|GPS|Zimmer|GPS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|慶晃会世田谷玉川整形外科内科クリニック	東京都	医療法人社団慶晃会 世田谷玉川 整形外科内科クリニック	Arthrex|DSM Biomedical|Zimmer Biomet	3	ACP|ACP|APS|GPS|PEAK|APS|GPS|PEAK	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|敬和慶友会自由が丘くびと腰の整形外科関節のクリニック	東京都	医療法人社団敬和慶友会 自由が丘くびと腰の整形外科関節のクリニック	Zimmer Biomet|京セラ	2	APS|Condensia|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|松和会池上総合病院	東京都	医療法人社団松和会 池上総合病院	Zimmer Biomet	1	APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|森羅北砂2丁目だい整形外科	東京都	医療法人社団森羅 北砂2丁目だい整形外科	Arthrex	1	ACP|ACP MAX	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|洪泳会東京洪誠病院	東京都	医療法人社団洪泳会 東京洪誠病院	Zimmer Biomet	1	APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|活寿会東京ひざ関節症クリニック銀座院	東京都	医療法人社団活寿会 東京ひざ関節症クリニック銀座院	Zimmer Biomet	1	APS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|癒合会高輪和合クリニック	東京都	医療法人社団癒合会 高輪和合クリニック	ESTAR Technologies	1	MyCells	MANUAL_VERIFIED
東京都|研裕会紀尾井町プラザクリニック歯科美容外科	東京都	医療法人社団研裕会 紀尾井町プラザクリニック歯科・美容外科	BTI Biotechnology Institute	1	PRGF-Endoret	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|秀慈会リバーシティすずき整形外科	東京都	医療法人社団秀慈会 リバーシティすずき整形外科	Zimmer Biomet	1	APS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|菫会目黒病院	東京都	医療法人社団菫会 目黒病院	Zimmer Biomet	1	APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|豊饒会rdクリニック東京銀座	東京都	医療法人社団豊饒会 RDクリニック東京銀座	京セラ	1	Condensia	MANUAL_VERIFIED
東京都|進誠会豪徳寺整形外科クリニック	東京都	医療法人社団進誠会  豪徳寺整形外科クリニック	Arthrex	1	ACP	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|青和会井上整形外科	東京都	医療法人社団青和会 井上整形外科	Zimmer Biomet	1	APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|高賢会安田整形外科	東京都	医療法人社団高賢会 安田整形外科	Zimmer Biomet	1	APS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|荻窪病院	東京都	医療法人財団荻窪病院	Zimmer Biomet	1	APS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|千歳船橋整形外科スポーツリハビリクリニック	東京都	千歳船橋整形外科スポーツ・リハビリクリニック	Arthrex	1	ACP|ACP MAX	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|東京都立病院機構東京都立大久保病院	東京都	地方独立行政法人東京都立病院機構  東京都立大久保病院	Arthrex|Zimmer Biomet	2	ACP MAX|APS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|慶應義塾大学病院	東京都	慶應義塾大学病院	Zimmer Biomet	1	GPS	MHLW_FULL
東京都|新柴又駅前広場クリニック	東京都	新柴又駅前広場クリニック	京セラ	1	Condensia	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|日本医科大学付属病院	東京都	日本医科大学付属病院	Zimmer Biomet	1	APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|日本大学病院	東京都	日本大学病院	Arthrex	1	ACP	MANUAL_VERIFIED
東京都|明大前整形外科クリニック	東京都	明大前整形外科クリニック	Arthrex	1	ACP|ACP MAX	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|昭和医科大学江東豊洲病院	東京都	昭和医科大学江東豊洲病院	Arthrex	1	ACP MAX	MHLW_FULL
東京都|東京メディサイトクリニック	東京都	東京メディサイトクリニック	ESTAR Technologies	1	MyCells	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|東京城南整形外科	東京都	東京城南整形外科	REV-MED|京セラ	2	Condensia|TriCeLL	MANUAL_VERIFIED|PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|東京整形外科	東京都	東京整形外科	Arthrex	1	ACP|ACP|Angel|Angel	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|東京科学大学病院	東京都	東京科学大学病院	Zimmer Biomet	1	APS|GPS	MHLW_FULL
東京都|東京銀座ウェルネス&エイジングクリニック	東京都	東京銀座ウェルネス&エイジングクリニック	Zimmer Biomet	1	APS	MHLW_FULL
東京都|東邦大学医療センター大橋病院	東京都	東邦大学医療センター大橋病院	Zimmer Biomet	1	APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|横浜町田関節脊椎病院	東京都	横浜町田関節脊椎病院	Zimmer Biomet	1	APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|池尻大橋せらクリニック	東京都	池尻大橋せらクリニック	Arthrex	1	ACP-PRP	MANUFACTURER_LOCATOR
東京都|労働者健康安全機構東京労災病院	東京都	独立行政法人労働者健康安全機構 東京労災病院	DSM Biomedical|Zimmer Biomet	2	APS|GPS|PEAK	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|村山医療センター	東京都	独立行政法人国立病院機構村山医療センター	Zimmer Biomet	1	APS	MANUAL_VERIFIED
東京都|東京医療センター	東京都	独立行政法人国立病院機構東京医療センター	Zimmer Biomet	1	APS	MANUFACTURER_LOCATOR|MHLW_FULL
東京都|白山リハビリ整形外科	東京都	白山リハビリ整形外科	REV-MED	1	TriCeLL	MANUAL_VERIFIED
東京都|白金高輪やまと整形外科	東京都	白金高輪やまと整形外科	Arthrex	1	ACP|ACP MAX	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|目黒ひざ&形成外科クリニック	東京都	目黒ひざ&形成外科クリニック	Arthrex|Zimmer Biomet	2	ACP|APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|社団東京巨樹の会東京品川病院	東京都	社会医療法人社団東京巨樹の会 東京品川病院	Arthrex	1	ACP|ACP MAX|ACP MAX|ACP	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|財団仁医会牧田総合病院	東京都	社会医療法人財団 仁医会 牧田総合病院	Zimmer Biomet	1	APS|APS|GPS|GPS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|みどり福祉会b&jクリニックお茶の水	東京都	社会福祉法人 みどり福祉会 B&Jクリニック お茶の水	Arthrex	1	ACP	MANUAL_VERIFIED
東京都|同愛記念病院財団同愛記念病院	東京都	社会福祉法人同愛記念病院財団 同愛記念病院	Arthrex	1	ACP	MANUAL_VERIFIED
東京都|白十字会東京白十字病院	東京都	社会福祉法人白十字会 東京白十字病院	Zimmer Biomet	1	APS|APS|GPS	MANUFACTURER_LOCATOR|MHLW_FULL
東京都|祐天寺整形外科クリニック	東京都	祐天寺整形外科クリニック	Zimmer Biomet	1	APS|APS|GPS|GPS	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
東京都|葛西駅前あおぞら整形外科クリニック	東京都	葛西駅前あおぞら整形外科クリニック	Zimmer Biomet	1	APS	MANUAL_VERIFIED
東京都|西新宿整形外科クリニック	東京都	西新宿整形外科クリニック	ESTAR Technologies|Zimmer Biomet	2	APS|GPS|MyCells	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|豪徳寺整形外科クリニック	東京都	豪徳寺整形外科クリニック	Arthrex	1	ACP	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|運動器クリニック市ヶ谷	東京都	運動器クリニック市ヶ谷	Zimmer Biomet	1	APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|都立大整形外科クリニック	東京都	都立大整形外科クリニック	Arthrex	1	ACP|ACP MAX	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|銀座yrクリニック	東京都	銀座YRクリニック	ESTAR Technologies|京セラ	2	Condensia|MyCells	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|阿部整形外科クリニック	東京都	阿部整形外科クリニック	Arthrex	1	ACP|ACP MAX	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|順天堂大学医学部附属練馬病院	東京都	順天堂大学医学部附属練馬病院	Arthrex	1	ACP-PRP	MANUFACTURER_LOCATOR
東京都|順天堂大学医学部附属順天堂医院	東京都	順天堂大学医学部附属順天堂医院	Zimmer Biomet	1	APS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
東京都|順天堂大学医学部附属順天堂東京江東高齢者医療センター	東京都	順天堂大学医学部附属順天堂東京江東高齢者医療センター	ESTAR Technologies|Zimmer Biomet	2	GPS|MyCells	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
沖縄県|八重瀬会同仁病院	沖縄県	医療法人八重瀬会 同仁病院	Zimmer Biomet	1	GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
滋賀県|スピナレピオス淡海せぼねクリニック	滋賀県	一般社団法人スピナレピオス 淡海せぼねクリニック	Arthrex	1	ACP	MANUAL_VERIFIED
滋賀県|公立甲賀病院	滋賀県	公立甲賀病院	Arthrex	1	ACP-PRP	MANUFACTURER_LOCATOR
滋賀県|はたスポーツ整形クリニック	滋賀県	医療法人はたスポーツ整形クリニック	Arthrex	1	ACP|ACP MAX|ACP MAX|ACP	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT|PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
滋賀県|翠蓮会とがの整形外科クリニック	滋賀県	医療法人翠蓮会 とがの整形外科クリニック	Arthrex	1	ACP	MANUAL_VERIFIED
滋賀県|長浜赤十字病院	滋賀県	長浜赤十字病院	Zimmer Biomet	1	APS	MANUAL_VERIFIED
熊本県|にしくまもと病院	熊本県	にしくまもと病院	Zimmer Biomet	1	APS	MANUAL_VERIFIED
熊本県|リハビリテーションセンター熊本回生会病院	熊本県	リハビリテーションセンター熊本回生会病院	ESTAR Technologies|Zimmer Biomet	2	APS|MyCells	MANUAL_VERIFIED
熊本県|天草地域医療センター	熊本県	天草地域医療センター	Zimmer Biomet	1	APS	MANUAL_VERIFIED
石川県|まえだクリニックまえだ整形外科骨関節クリニック	石川県	医療法人社団まえだクリニック まえだ整形外科 骨・関節クリニック	Arthrex	1	ACP|ACP MAX	MHLW_FULL
石川県|みやた整形外科みやた整形外科	石川県	医療法人社団みやた整形外科 みやた整形外科	Arthrex	1	ACP|ACP MAX|ACP MAX|ACP	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
石川県|金沢医科大学病院	石川県	金沢医科大学病院	Arteriocyte Medical Systems|ESTAR Technologies|Zimmer Biomet	3	APS|APS|MyCells|MAGELLAN|MyCells	MANUAL_VERIFIED|PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
石川県|金沢泉が丘わたなべクリニック	石川県	金沢泉が丘わたなべクリニック	京セラ	1	Condensia	MHLW_FULL
神奈川県|okunoclinic横浜センター南	神奈川県	Okuno Clinic.横浜 センター南	Arthrex|DSM Biomedical	2	ACP|PEAK	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|ysaスポーツと医科学のクリニック横浜関内	神奈川県	YSA スポーツと医科学のクリニック横浜関内	Arthrex|Zimmer Biomet	2	ACP|ACP MAX|APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|いしずえ整形外科	神奈川県	いしずえ整形外科	Zimmer Biomet	1	APS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|さこ整形外科リハビリテーション科	神奈川県	さこ整形外科・リハビリテーション科	ESTAR Technologies	1	MyCells	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|ほんだ整形外科クリニック	神奈川県	ほんだ整形外科クリニック	Arthrex	1	ACP-PRP	MANUFACTURER_LOCATOR
神奈川県|センター南gotoクリニック	神奈川県	センター南GOTOクリニック	Zimmer Biomet	1	APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|solsol整形外科鷺沼スポーツクリニック	神奈川県	一般社団法人SOL SOL整形外科鷺沼スポーツクリニック	Arthrex	1	ACP	PRICE_STAGE_V40|PRICE_STAGE_V40_PRODUCT
神奈川県|三ツ沢sora整形外科	神奈川県	三ツ沢SORA整形外科	京セラ	1	Condensia	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|二階堂整形外科クリニック	神奈川県	二階堂整形外科クリニック	Arthrex|Zimmer Biomet	2	ACP|APS|GPS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|内田宙司整形外科	神奈川県	内田宙司整形外科	BTI Biotechnology Institute	1	PRGF-Endoret	MANUAL_VERIFIED
神奈川県|よこはまtsc横浜たまプラーザ運動器スポーツクリニック	神奈川県	医療法人 よこはまTSC  横浜たまプラーザ運動器スポーツクリニック	Arthrex|Zimmer Biomet	2	ACP|APS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|博桜会たなべ整形外科せぼね骨粗しょう症クリニック	神奈川県	医療法人博桜会 たなべ整形外科 せぼね・骨粗しょう症クリニック	Arthrex	1	ACP	MANUAL_VERIFIED
神奈川県|宝円会湘南つつじ整形外科	神奈川県	医療法人宝円会 湘南つつじ整形外科	REV-MED	1	TriCeLL	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|徳洲会湘南鎌倉人工関節センター	神奈川県	医療法人徳洲会 湘南鎌倉人工関節センター	Zimmer Biomet	1	APS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|徳洲会湘南鎌倉総合病院	神奈川県	医療法人徳洲会 湘南鎌倉総合病院	Arthrex	1	ACP	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|愛仁会太田総合病院	神奈川県	医療法人愛仁会 太田総合病院	Zimmer Biomet	1	APS	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|横浜未来ヘルスケアシステム戸塚共立第2病院	神奈川県	医療法人横浜未来ヘルスケアシステム 戸塚共立第2病院	Arthrex	1	ACP-PRP	MANUFACTURER_LOCATOR
神奈川県|三成会新百合ヶ丘総合病院	神奈川県	医療法人社団三成会 新百合ヶ丘総合病院	Arthrex	1	ACP|Angel	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|三穂会三宅整形外科小児科クリニック	神奈川県	医療法人社団三穂会 三宅整形外科小児科クリニック	Zimmer Biomet	1	APS	MANUAL_VERIFIED
神奈川県|快晴会田奈整形外科外科	神奈川県	医療法人社団快晴会 田奈整形外科・外科	ESTAR Technologies|Zimmer Biomet	2	GPS|MyCells	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|梅沢医院梅沢整形外科	神奈川県	医療法人社団梅沢医院 梅沢整形外科	Arthrex	1	ACP	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|総生会麻生総合病院	神奈川県	医療法人社団総生会 麻生総合病院	Arthrex	1	ACP	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
神奈川県|耀風会仲野整形外科スポーツウェルネスクリニック	神奈川県	医療法人社団耀風会  仲野整形外科スポーツ・ウェルネスクリニック	Arthrex|京セラ	2	ACP|Angel|Condensia	PRICE_STAGE_V41|PRICE_STAGE_V41_PRODUCT
